"id";"author_id"
206203982;439929
191920623;976081
186710054;287917
348694768;275871
313348304;275871
306713571;2512748
206203982;505333
333187205;3109072
309709431;439929
309709431;3065230
309709431;3065230
309709431;3065230
282022255;899444
348694768;2512748
168555804;275871
